Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"210","'752","Sweden","1735","'F1735","Vegetables Primary","5312","Area harvested","1988","1988","ha","18390.000000","E"
"203","'724","Spain","366","'01216","Artichokes","5510","Production","1989","1989","tonnes","478100.000000","A"
"50","'196","Cyprus","1780","'F1780","Milk, Total","5420","Yield","2002","2002","hg/An","4517.000000","E"
"255","'056","Belgium","15","'0111","Wheat","5312","Area harvested","2009","2009","ha","201768.000000","A"
"119","'428","Latvia","299","'01449.01","Melonseed","5312","Area harvested","2010","2010","ha",,"M"
"173","'616","Poland","777","'01929.02","True hemp, raw or retted","5419","Yield","2018","2018","hg/ha","58000.000000","E"
"54","'208","Denmark","225","'01374","Hazelnuts, in shell","5312","Area harvested","1987","1987","ha",,"M"
"98","'191","Croatia","407","'01254","Leeks and other alliaceous vegetables","5312","Area harvested","2011","2011","ha","85.000000","A"
"198","'705","Slovenia","919","'02951.01","Raw hides and skins of cattle","5420","Yield","2012","2012","hg/An","360.000000","E"
"27","'100","Bulgaria","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","1996","1996","tonnes","1700.000000","E"
"210","'752","Sweden","515","'01341","Apples","5312","Area harvested","2004","2004","ha","1380.000000","A"
"67","'246","Finland","919","'02951.01","Raw hides and skins of cattle","5510","Production","1995","1995","tonnes","10542.000000","I"
"27","'100","Bulgaria","523","'01342.02","Quinces","5312","Area harvested","2009","2009","ha","250.000000","E"
"84","'300","Greece","544","'01354","Strawberries","5312","Area harvested","2011","2011","ha","349.000000","A"
"174","'620","Portugal","890","'22130.03","Whey, condensed","5510","Production","2010","2010","tonnes","4286.000000","I"
"174","'620","Portugal","459","'01691","Chicory roots","5510","Production","2013","2013","tonnes",,"M"
"68","'250","France","1020","'02292","Raw milk of goats","5318","Milk Animals","1999","1999","Head","838421.000000","A"
"255","'056","Belgium","358","'01212","Cabbages","5510","Production","2011","2011","tonnes","126900.000000","T"
"97","'348","Hungary","394","'01235","Pumpkins, squash and gourds","5419","Yield","1981","1981","hg/ha","121795.000000","E"
"174","'620","Portugal","406","'01252","Green garlic","5312","Area harvested","1971","1971","ha","150.000000","E"
"68","'250","France","1809","'F1809","Skim Milk&Buttermilk,Dry","5510","Production","2007","2007","tonnes","282000.000000","E"
"198","'705","Slovenia","982","'02291","Raw milk of sheep","5420","Yield","2015","2015","hg/An","1334.000000","E"
"198","'705","Slovenia","1749","'F1749","Sheep and Goats","5111","Stocks","2007","2007","Head","159326.000000","E"
"174","'620","Portugal","75","'0117","Oats","5510","Production","1963","1963","tonnes","99000.000000","A"
"79","'276","Germany","296","'01448","Poppy seed","5419","Yield","2007","2007","hg/ha","6048.000000","E"
"79","'276","Germany","75","'0117","Oats","5312","Area harvested","2017","2017","ha","128100.000000","A"
"119","'428","Latvia","882","'02211","Raw milk of cattle","5510","Production","2000","2000","tonnes","822983.000000","A"
"50","'196","Cyprus","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5510","Production","2001","2001","tonnes","1700.000000","A"
"84","'300","Greece","402","'01253.01","Onions and shallots, green","5510","Production","2016","2016","tonnes","17478.000000","A"
"27","'100","Bulgaria","292","'01442","Mustard seed","5312","Area harvested","1966","1966","ha","1400.000000","E"
"210","'752","Sweden","919","'02951.01","Raw hides and skins of cattle","5420","Yield","2009","2009","hg/An","220.000000","E"
"84","'300","Greece","531","'01344.02","Cherries","5510","Production","1978","1978","tonnes","21025.000000","A"
"63","'233","Estonia","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","2012","2012","Head","30700.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","987","'02941","Shorn wool, greasy, including fleece-washed shorn wool","5510","Production","1976","1976","tonnes","47530.000000","A"
"79","'276","Germany","116","'01510","Potatoes","5312","Area harvested","2012","2012","ha","238300.000000","A"
"54","'208","Denmark","449","'01270","Mushrooms and truffles","5312","Area harvested","2002","2002","ha","47.000000","A"
"27","'100","Bulgaria","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5312","Area harvested","2003","2003","ha","5351.000000","A"
"104","'372","Ireland","897","'22211","Whole milk powder","5510","Production","1973","1973","tonnes","16000.000000","A"
"173","'616","Poland","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","2011","2011","tonnes","1137277.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","211","'01709.90","Other pulses n.e.c.","5510","Production","1979","1979","tonnes","29000.000000","T"
"174","'620","Portugal","1110","'02133","Mules and hinnies","5111","Stocks","1987","1987","Head","80000.000000","E"
"183","'642","Romania","1141","'21114","Meat of rabbits and hares, fresh or chilled","5321","Producing Animals/Slaughtered","2006","2006","1000 Head","232.000000","A"
"150","'528","Netherlands","388","'01234","Tomatoes","5510","Production","1977","1977","tonnes","367000.000000","A"
"15","'058","Belgium-Luxembourg","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","1993","1993","Head","10000.000000","A"
"183","'642","Romania","388","'01234","Tomatoes","5312","Area harvested","1968","1968","ha","55117.000000","A"
"150","'528","Netherlands","1020","'02292","Raw milk of goats","5318","Milk Animals","1971","1971","Head",,"M"
"106","'380","Italy","886","'22241.01","Butter of cow milk","5510","Production","2018","2018","tonnes","97480.000000","A"
"68","'250","France","526","'01343","Apricots","5419","Yield","1978","1978","hg/ha","56999.000000","T"
"199","'703","Slovakia","1735","'F1735","Vegetables Primary","5510","Production","2006","2006","tonnes","343458.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","211","'01709.90","Other pulses n.e.c.","5510","Production","2006","2006","tonnes","493000.000000","T"
"255","'056","Belgium","51","'24310.01","Beer of barley, malted","5510","Production","2017","2017","tonnes","2446404.000000","T"
"167","'203","Czechia","15","'0111","Wheat","5510","Production","2020","2020","tonnes","4902410.000000","A"
"174","'620","Portugal","234","'01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","5510","Production","1989","1989","tonnes","2100.000000","E"
"68","'250","France","490","'01323","Oranges","5312","Area harvested","2000","2000","ha","34.000000","A"
"150","'528","Netherlands","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","1996","1996","hg/An","2417.000000","E"
"104","'372","Ireland","544","'01354","Strawberries","5419","Yield","2002","2002","hg/ha","187879.000000","E"
"198","'705","Slovenia","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","2016","2016","ha","14.000000","E"
"255","'056","Belgium","271","'21641.01","Rapeseed or canola oil, crude","5510","Production","2013","2013","tonnes","566000.000000","T"
"199","'703","Slovakia","71","'0116","Rye","5419","Yield","1995","1995","hg/ha","28906.000000","E"
"11","'040","Austria","1073","'21123","Meat of geese, fresh or chilled","5321","Producing Animals/Slaughtered","2015","2015","1000 Head","106.000000","A"
"27","'100","Bulgaria","388","'01234","Tomatoes","5419","Yield","2005","2005","hg/ha","234449.000000","E"
"84","'300","Greece","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","2019","2019","Head","5600070.000000","A"
"84","'300","Greece","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","2019","2019","tonnes","50.000000","A"
"79","'276","Germany","449","'01270","Mushrooms and truffles","5419","Yield","2009","2009","hg/ha","2175000.000000","E"
"199","'703","Slovakia","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5510","Production","1999","1999","tonnes","34.000000","I"
"106","'380","Italy","221","'01371","Almonds, in shell","5312","Area harvested","1965","1965","ha","307000.000000","T"
"106","'380","Italy","97","'01191","Triticale","5312","Area harvested","2020","2020","ha","13040.000000","A"
"98","'191","Croatia","1726","'F1726","Pulses, Total","5312","Area harvested","2009","2009","ha","3674.000000","E"
"84","'300","Greece","461","'01356","Locust beans (carobs)","5510","Production","1973","1973","tonnes","27330.000000","T"
"79","'276","Germany","205","'01709.01","Vetches","5312","Area harvested","2009","2009","ha",,"M"
"50","'196","Cyprus","44","'0115","Barley","5510","Production","2014","2014","tonnes","2720.000000","A"
"97","'348","Hungary","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1967","1967","ha","10789.000000","A"
"50","'196","Cyprus","1025","'02954","Raw hides and skins of goats or kids","5510","Production","1982","1982","tonnes","474.000000","I"
"173","'616","Poland","417","'01242","Peas, green","5312","Area harvested","1966","1966","ha",,"M"
"84","'300","Greece","366","'01216","Artichokes","5312","Area harvested","1991","1991","ha","2500.000000","A"
"183","'642","Romania","531","'01344.02","Cherries","5312","Area harvested","1962","1962","ha",,"M"
"256","'442","Luxembourg","531","'01344.02","Cherries","5312","Area harvested","2010","2010","ha","4.000000","A"
"210","'752","Sweden","1058","'21121","Meat of chickens, fresh or chilled","5510","Production","1997","1997","tonnes","89700.000000","A"
"150","'528","Netherlands","296","'01448","Poppy seed","5510","Production","1961","1961","tonnes","462.000000","A"
"79","'276","Germany","15","'0111","Wheat","5312","Area harvested","1962","1962","ha","1742400.000000","A"
"104","'372","Ireland","1717","'F1717","Cereals, Total","5419","Yield","2014","2014","hg/ha","84714.000000","E"
"174","'620","Portugal","210","'01709.02","Lupins","5419","Yield","1994","1994","hg/ha","12174.000000","E"
"84","'300","Greece","201","'01704","Lentils, dry","5419","Yield","1979","1979","hg/ha","6390.000000","E"
"27","'100","Bulgaria","1783","'F1783","Eggs Primary","5313","Laying","2017","2017","1000 Head","6219.000000","E"
"198","'705","Slovenia","869","'21512","Cattle fat, unrendered","5510","Production","2001","2001","tonnes","4931.000000","I"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5312","Area harvested","1974","1974","ha","6800.000000","A"
"104","'372","Ireland","1738","'F1738","Fruit Primary","5312","Area harvested","1989","1989","ha","2350.000000","E"
"174","'620","Portugal","1726","'F1726","Pulses, Total","5419","Yield","1972","1972","hg/ha","2514.000000","E"
"63","'233","Estonia","554","'01355.02","Cranberries","5312","Area harvested","2004","2004","ha",,"M"
"173","'616","Poland","898","'22212","Skim milk and whey powder","5510","Production","1964","1964","tonnes","7400.000000","A"
"54","'208","Denmark","51","'24310.01","Beer of barley, malted","5510","Production","1978","1978","tonnes","805640.000000","A"
"106","'380","Italy","201","'01704","Lentils, dry","5312","Area harvested","1979","1979","ha","1705.000000","A"
"54","'208","Denmark","995","'02953","Raw hides and skins of sheep or lambs","5510","Production","2001","2001","tonnes","453.000000","I"
"229","'826","United Kingdom of Great Britain and Northern Ireland","165","'23540","Molasses","5510","Production","1993","1993","tonnes","379000.000000","A"
"203","'724","Spain","1729","'F1729","Treenuts, Total","5510","Production","1968","1968","tonnes","269569.000000","E"
"106","'380","Italy","373","'01215","Spinach","5312","Area harvested","1994","1994","ha","8554.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","334","'21691.12","Oil of linseed","5510","Production","2007","2007","tonnes","4400.000000","T"
"15","'058","Belgium-Luxembourg","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1991","1991","1000 Head","1522.000000","E"
"27","'100","Bulgaria","299","'01449.01","Melonseed","5510","Production","1971","1971","tonnes","500.000000","E"
"106","'380","Italy","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5510","Production","1996","1996","tonnes",,"M"
"50","'196","Cyprus","567","'01221","Watermelons","5510","Production","1970","1970","tonnes","19304.000000","A"
"50","'196","Cyprus","486","'01312","Bananas","5419","Yield","1999","1999","hg/ha","421875.000000","E"
"174","'620","Portugal","406","'01252","Green garlic","5419","Yield","1981","1981","hg/ha","55000.000000","E"
"255","'056","Belgium","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2010","2010","Head","11900000.000000","A"
"54","'208","Denmark","552","'01355.01","Blueberries","5510","Production","1983","1983","tonnes",,"M"
"104","'372","Ireland","866","'02111","Cattle","5111","Stocks","2017","2017","Head","7363498.000000","A"
"203","'724","Spain","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","1973","1973","ha","3900.000000","A"
"50","'196","Cyprus","1841","'F1841","Oilcrops, Cake Equivalent","5510","Production","2008","2008","tonnes","103.000000","E"
"84","'300","Greece","417","'01242","Peas, green","5419","Yield","1961","1961","hg/ha","16825.000000","E"
"106","'380","Italy","1738","'F1738","Fruit Primary","5312","Area harvested","1962","1962","ha","2246517.000000","E"
"119","'428","Latvia","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1996","1996","ha","1300.000000","A"
"98","'191","Croatia","979","'21514","Sheep fat, unrendered","5320","Producing Animals/Slaughtered","2012","2012","Head","441500.000000","A"
"15","'058","Belgium-Luxembourg","270","'01443","Rape or colza seed","5510","Production","1974","1974","tonnes","1429.000000","A"
"199","'703","Slovakia","1079","'02152","Turkeys","5112","Stocks","2014","2014","1000 Head","139.000000","A"
"106","'380","Italy","1738","'F1738","Fruit Primary","5312","Area harvested","2017","2017","ha","1124142.000000","E"
"15","'058","Belgium-Luxembourg","373","'01215","Spinach","5510","Production","1998","1998","tonnes","44000.000000","A"
"84","'300","Greece","44","'0115","Barley","5419","Yield","1991","1991","hg/ha","27602.000000","E"
"150","'528","Netherlands","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5312","Area harvested","2009","2009","ha","26026.000000","A"
"84","'300","Greece","463","'01290.90","Other vegetables, fresh n.e.c.","5312","Area harvested","2020","2020","ha","960.000000","A"
"203","'724","Spain","526","'01343","Apricots","5419","Yield","2012","2012","hg/ha","63701.000000","E"
"54","'208","Denmark","1726","'F1726","Pulses, Total","5510","Production","2017","2017","tonnes","89149.000000","E"
"98","'191","Croatia","116","'01510","Potatoes","5419","Yield","2008","2008","hg/ha","170369.000000","E"
"199","'703","Slovakia","567","'01221","Watermelons","5312","Area harvested","2020","2020","ha","90.000000","A"
"68","'250","France","336","'01449.02","Hempseed","5312","Area harvested","1985","1985","ha","3050.000000","T"
"27","'100","Bulgaria","44","'0115","Barley","5419","Yield","2004","2004","hg/ha","35900.000000","E"
"97","'348","Hungary","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5510","Production","1975","1975","tonnes","145900.000000","A"
"106","'380","Italy","30","'F0030","Rice, paddy (rice milled equivalent)","5510","Production","2012","2012","tonnes","1068186.000000","E"
"134","'470","Malta","366","'01216","Artichokes","5510","Production","1981","1981","tonnes",,"M"
"173","'616","Poland","44","'0115","Barley","5510","Production","2015","2015","tonnes","2960662.000000","A"
"27","'100","Bulgaria","1016","'02123","Goats","5111","Stocks","1967","1967","Head","409032.000000","A"
"183","'642","Romania","108","'01199.90","Cereals n.e.c.","5312","Area harvested","1992","1992","ha","5793.000000","A"
"79","'276","Germany","44","'0115","Barley","5419","Yield","1996","1996","hg/ha","54673.000000","E"
"203","'724","Spain","507","'01321","Pomelos and grapefruits","5419","Yield","1994","1994","hg/ha","235270.000000","E"
"97","'348","Hungary","1225","'21523","Tallow","5510","Production","1991","1991","tonnes","5182.750000","I"
"27","'100","Bulgaria","951","'02212","Raw milk of buffalo","5420","Yield","2019","2019","hg/An","12804.000000","E"
"150","'528","Netherlands","1017","'21116","Meat of goat, fresh or chilled","5417","Yield/Carcass Weight","1973","1973","hg/An","124.000000","E"
"173","'616","Poland","397","'01232","Cucumbers and gherkins","5510","Production","1966","1966","tonnes","335900.000000","A"
"134","'470","Malta","406","'01252","Green garlic","5419","Yield","1989","1989","hg/ha","53333.000000","E"
"150","'528","Netherlands","417","'01242","Peas, green","5510","Production","1969","1969","tonnes","78627.000000","A"
"134","'470","Malta","1097","'21118.01","Horse meat, fresh or chilled","5510","Production","2009","2009","tonnes","55.000000","E"
"79","'276","Germany","536","'01346","Plums and sloes","5312","Area harvested","1985","1985","ha","71730.000000","E"
"174","'620","Portugal","1738","'F1738","Fruit Primary","5312","Area harvested","1962","1962","ha","597070.000000","E"
"119","'428","Latvia","1806","'F1806","Beef and Buffalo Meat","5320","Producing Animals/Slaughtered","1999","1999","Head","211440.000000","E"
"255","'056","Belgium","547","'01353.01","Raspberries","5419","Yield","2008","2008","hg/ha","194444.000000","E"
"134","'470","Malta","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5419","Yield","2010","2010","hg/ha","40000.000000","E"
"54","'208","Denmark","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","2000","2000","hg/ha","314670.000000","E"
"106","'380","Italy","948","'21152","Edible offal of buffalo, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1993","1993","Head","2686.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","901","'22251.01","Cheese from whole cow milk","5510","Production","2017","2017","tonnes","460000.000000","A"
"173","'616","Poland","79","'0118","Millet","5510","Production","1968","1968","tonnes","25000.000000","A"
"79","'276","Germany","888","'22110.02","Skim milk of cows","5510","Production","1981","1981","tonnes","19128992.000000","E"
"11","'040","Austria","426","'01251","Carrots and turnips","5419","Yield","2009","2009","hg/ha","544896.000000","E"
"167","'203","Czechia","157","'01801","Sugar beet","5510","Production","2012","2012","tonnes","3868829.000000","A"
"174","'620","Portugal","122","'01530","Sweet potatoes","5419","Yield","1967","1967","hg/ha","82628.000000","I"
"106","'380","Italy","399","'01233","Eggplants (aubergines)","5510","Production","1973","1973","tonnes","312400.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2008","2008","Head","16697000.000000","A"
"68","'250","France","979","'21514","Sheep fat, unrendered","5510","Production","1991","1991","tonnes","8053.000000","I"
"79","'276","Germany","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","1965","1965","ha",,"M"
"27","'100","Bulgaria","1020","'02292","Raw milk of goats","5420","Yield","1995","1995","hg/An","2248.000000","E"
"84","'300","Greece","201","'01704","Lentils, dry","5312","Area harvested","1977","1977","ha","4000.000000","A"
"54","'208","Denmark","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","1995","1995","tonnes","108849.000000","I"
"183","'642","Romania","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","2008","2008","tonnes","23497.000000","I"
"106","'380","Italy","1804","'F1804","Citrus Fruit, Total","5419","Yield","1965","1965","hg/ha","147053.000000","I"
"68","'250","France","1110","'02133","Mules and hinnies","5111","Stocks","1992","1992","Head","12404.000000","A"
"98","'191","Croatia","51","'24310.01","Beer of barley, malted","5510","Production","2003","2003","tonnes","367948.000000","A"
"183","'642","Romania","358","'01212","Cabbages","5419","Yield","2010","2010","hg/ha","208281.000000","E"
"183","'642","Romania","388","'01234","Tomatoes","5312","Area harvested","2003","2003","ha","49301.000000","A"
"199","'703","Slovakia","567","'01221","Watermelons","5312","Area harvested","2008","2008","ha","219.000000","A"
"174","'620","Portugal","1225","'21523","Tallow","5510","Production","1982","1982","tonnes","6500.000000","E"
"84","'300","Greece","44","'0115","Barley","5312","Area harvested","1997","1997","ha","144861.000000","A"
"183","'642","Romania","1016","'02123","Goats","5111","Stocks","2016","2016","Head","1440151.000000","A"
"203","'724","Spain","1749","'F1749","Sheep and Goats","5111","Stocks","1973","1973","Head","19654210.000000","E"
"27","'100","Bulgaria","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","2019","2019","ha","3220.000000","A"
"84","'300","Greece","44","'0115","Barley","5510","Production","2006","2006","tonnes","245471.000000","A"
"174","'620","Portugal","569","'01315","Figs","5510","Production","2013","2013","tonnes","2882.000000","A"
"84","'300","Greece","15","'0111","Wheat","5312","Area harvested","1993","1993","ha","905730.000000","A"
"150","'528","Netherlands","333","'01441","Linseed","5312","Area harvested","2009","2009","ha","2163.000000","A"
"174","'620","Portugal","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","2010","2010","Head","962088.000000","A"
"67","'246","Finland","1242","'21700.02","Margarine and shortening","5510","Production","1974","1974","tonnes","38433.000000","A"
"50","'196","Cyprus","449","'01270","Mushrooms and truffles","5510","Production","2003","2003","tonnes","1200.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","187","'01705","Peas, dry","5510","Production","1961","1961","tonnes","38610.000000","A"
"167","'203","Czechia","157","'01801","Sugar beet","5510","Production","2016","2016","tonnes","4118356.000000","A"
"68","'250","France","900","'22130.02","Whey, dry","5510","Production","2014","2014","tonnes","521901.000000","I"
"11","'040","Austria","339","'01449.90","Other oil seeds, n.e.c.","5510","Production","1967","1967","tonnes","2326.000000","A"
"183","'642","Romania","237","'2161","Soya bean oil","5510","Production","1994","1994","tonnes","25100.000000","T"
"183","'642","Romania","1097","'21118.01","Horse meat, fresh or chilled","5417","Yield/Carcass Weight","2006","2006","hg/An","1800.000000","E"
"173","'616","Poland","530","'01344.01","Sour cherries","5510","Production","2013","2013","tonnes","188224.000000","A"
"84","'300","Greece","71","'0116","Rye","5419","Yield","1996","1996","hg/ha","19730.000000","E"
"98","'191","Croatia","83","'0114","Sorghum","5312","Area harvested","2005","2005","ha","200.000000","E"
"84","'300","Greece","122","'01530","Sweet potatoes","5419","Yield","1988","1988","hg/ha","109231.000000","E"
"84","'300","Greece","1807","'F1807","Sheep and Goat Meat","5417","Yield/Carcass Weight","1970","1970","hg/An","91.000000","E"
"27","'100","Bulgaria","265","'01447","Castor oil seeds","5312","Area harvested","2007","2007","ha",,"M"
"183","'642","Romania","901","'22251.01","Cheese from whole cow milk","5510","Production","1963","1963","tonnes","43232.000000","A"
"106","'380","Italy","222","'01376","Walnuts, in shell","5312","Area harvested","1971","1971","ha","23300.000000","T"
"79","'276","Germany","541","'01349.20","Other stone fruits","5312","Area harvested","1970","1970","ha",,"M"
"203","'724","Spain","536","'01346","Plums and sloes","5510","Production","1967","1967","tonnes","69300.000000","A"
"174","'620","Portugal","1717","'F1717","Cereals, Total","5312","Area harvested","2001","2001","ha","492715.000000","E"
"199","'703","Slovakia","116","'01510","Potatoes","5510","Production","1998","1998","tonnes","411981.000000","A"
"174","'620","Portugal","336","'01449.02","Hempseed","5312","Area harvested","1995","1995","ha",,"M"
"134","'470","Malta","1017","'21116","Meat of goat, fresh or chilled","5510","Production","1998","1998","tonnes","10.000000","E"
"106","'380","Italy","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","2017","2017","tonnes","3270.000000","A"
"119","'428","Latvia","397","'01232","Cucumbers and gherkins","5312","Area harvested","2016","2016","ha","138.000000","A"
"11","'040","Austria","56","'0112","Maize (corn)","5510","Production","1990","1990","tonnes","1620237.000000","A"
"27","'100","Bulgaria","1717","'F1717","Cereals, Total","5312","Area harvested","2005","2005","ha","1723955.000000","E"
"68","'250","France","1717","'F1717","Cereals, Total","5419","Yield","1966","1966","hg/ha","29081.000000","E"
"97","'348","Hungary","976","'02122","Sheep","5111","Stocks","2001","2001","Head","1129000.000000","A"
"174","'620","Portugal","44","'0115","Barley","5312","Area harvested","1980","1980","ha","79227.000000","A"
"27","'100","Bulgaria","1069","'21122","Meat of ducks, fresh or chilled","5424","Yield/Carcass Weight","1998","1998","0.1g/An","35294.000000","E"
"50","'196","Cyprus","407","'01254","Leeks and other alliaceous vegetables","5510","Production","2013","2013","tonnes","18.000000","I"
"183","'642","Romania","773","'26190.01","Flax, processed but not spun","5419","Yield","1980","1980","hg/ha","4640.000000","E"
"97","'348","Hungary","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5510","Production","1962","1962","tonnes","117000.000000","A"
"210","'752","Sweden","1037","'21511.01","Fat of pigs","5510","Production","2002","2002","tonnes","14374.000000","I"
"84","'300","Greece","461","'01356","Locust beans (carobs)","5312","Area harvested","1965","1965","ha",,"M"
"150","'528","Netherlands","1765","'F1765","Meat, Total","5510","Production","1978","1978","tonnes","1758078.000000","E"
"173","'616","Poland","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","1967","1967","Head","1055100.000000","E"
"126","'440","Lithuania","191","'01703","Chick peas, dry","5510","Production","1995","1995","tonnes",,"M"
"255","'056","Belgium","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","2017","2017","hg/ha","246286.000000","E"
"84","'300","Greece","83","'0114","Sorghum","5419","Yield","1966","1966","hg/ha","9011.000000","I"
"106","'380","Italy","567","'01221","Watermelons","5419","Yield","1975","1975","hg/ha","316344.000000","E"
"27","'100","Bulgaria","901","'22251.01","Cheese from whole cow milk","5510","Production","1974","1974","tonnes","96619.000000","A"
"210","'752","Sweden","187","'01705","Peas, dry","5419","Yield","1976","1976","hg/ha","20099.000000","E"
"167","'203","Czechia","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2018","2018","Head","102.000000","A"
"50","'196","Cyprus","507","'01321","Pomelos and grapefruits","5312","Area harvested","1970","1970","ha","2300.000000","E"
"84","'300","Greece","1242","'21700.02","Margarine and shortening","5510","Production","1978","1978","tonnes","18000.000000","E"
"134","'470","Malta","495","'01324","Tangerines, mandarins, clementines","5510","Production","2019","2019","tonnes","0.000000","A"
"173","'616","Poland","552","'01355.01","Blueberries","5312","Area harvested","1995","1995","ha","2550.000000","E"
"68","'250","France","507","'01321","Pomelos and grapefruits","5510","Production","1966","1966","tonnes","10.000000","A"
"54","'208","Denmark","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","1969","1969","hg/An","1675.000000","E"
"67","'246","Finland","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","2012","2012","tonnes","30948.000000","I"
"173","'616","Poland","1037","'21511.01","Fat of pigs","5320","Producing Animals/Slaughtered","2003","2003","Head","25275100.000000","T"
"173","'616","Poland","187","'01705","Peas, dry","5510","Production","2012","2012","tonnes","44978.000000","A"
"167","'203","Czechia","1096","'02131","Horses","5111","Stocks","2014","2014","Head","32925.000000","A"
"203","'724","Spain","1717","'F1717","Cereals, Total","5419","Yield","1962","1962","hg/ha","12787.000000","E"
"50","'196","Cyprus","461","'01356","Locust beans (carobs)","5510","Production","1991","1991","tonnes","5730.000000","A"
"119","'428","Latvia","15","'0111","Wheat","5312","Area harvested","2004","2004","ha","169900.000000","A"
"68","'250","France","1738","'F1738","Fruit Primary","5419","Yield","1981","1981","hg/ha","89714.000000","E"
"210","'752","Sweden","773","'26190.01","Flax, processed but not spun","5510","Production","2014","2014","tonnes",,"M"
"173","'616","Poland","1096","'02131","Horses","5111","Stocks","1965","1965","Head","2554400.000000","A"
"183","'642","Romania","977","'21115","Meat of sheep, fresh or chilled","5510","Production","1984","1984","tonnes","84000.000000","T"
"63","'233","Estonia","888","'22110.02","Skim milk of cows","5510","Production","2016","2016","tonnes","113505.000000","I"
"174","'620","Portugal","1057","'02151","Chickens","5112","Stocks","1965","1965","1000 Head","10200.000000","E"
"167","'203","Czechia","333","'01441","Linseed","5510","Production","1994","1994","tonnes","2677.000000","A"
"199","'703","Slovakia","534","'01345","Peaches and nectarines","5510","Production","2006","2006","tonnes","4415.000000","A"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5419","Yield","2015","2015","hg/ha","866408.000000","E"
"68","'250","France","44","'0115","Barley","5419","Yield","1978","1978","hg/ha","40231.000000","E"
"203","'724","Spain","296","'01448","Poppy seed","5510","Production","1991","1991","tonnes","300.000000","E"
"79","'276","Germany","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","1982","1982","ha","12505.000000","T"
"255","'056","Belgium","397","'01232","Cucumbers and gherkins","5510","Production","2014","2014","tonnes","17600.000000","A"
"174","'620","Portugal","486","'01312","Bananas","5510","Production","1979","1979","tonnes","22929.000000","A"
"97","'348","Hungary","292","'01442","Mustard seed","5510","Production","1983","1983","tonnes",,"M"
"134","'470","Malta","449","'01270","Mushrooms and truffles","5312","Area harvested","2008","2008","ha",,"M"
"183","'642","Romania","201","'01704","Lentils, dry","5419","Yield","1962","1962","hg/ha","8547.000000","E"
